,fname,resolution,missing code,loinc_ent,ner entity
10,35818_1769865_part1.json,,38483-4,"{'textSpan': {'text': 'blood', 'beginOffset': 1198}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 339}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 31, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [260], 'unit': [], 'value': [262]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1198], 'cuis': ['C0392201', 'C0392201', 'C0392201'], 'end': [1211], 'sourceType': ['MDR', 'MEDCIN', 'MEDLINEPLUS'], 'suis': [], 'tuis': ['T059', 'T059', 'T059']}, {'begin': [1198], 'cuis': ['C0005767'], 'end': [1203], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [1204], 'cuis': ['C0337438'], 'end': [1211], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 12, 'segmentId': 15, 'sentenceId': 24, 'status': 'CURRENT', 'textSpan': [{'begin': 1198, 'end': 1211, 'text': 'blood glucose'}], 'type': 'LABORATORY_DATA'}"
11,3547_PDOC-ITS20150807-0709.json,,16324-6,"{'textSpan': {'text': 'Alanine Aminotransferase', 'beginOffset': 3155}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 2067}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 65, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [3155], 'cuis': ['C0201836', 'C0201836'], 'end': [3179], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [3155], 'cuis': ['C0523459'], 'end': [3162], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}, {'begin': [3163], 'cuis': ['C4521068'], 'end': [3179], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T080']}]}, 'sectionId': 26, 'segmentId': 107, 'sentenceId': 108, 'status': 'CURRENT', 'textSpan': [{'begin': 3155, 'end': 3179, 'text': 'Alanine Aminotransferase'}], 'type': 'LABORATORY_DATA'}"
12,3547_PDOC-ITS20150807-0709.json,,16324-6,"{'textSpan': {'text': 'Red Cell', 'beginOffset': 3100}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 2067}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 62, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [1248], 'unit': [1257], 'value': [1253, 1254]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [3100], 'cuis': ['C0014792'], 'end': [3108], 'sourceType': ['NCI'], 'suis': [], 'tuis': ['T025']}, {'begin': [3100], 'cuis': ['C0332575', 'C1260956'], 'end': [3103], 'sourceType': ['SNOMEDCT_US', 'SNOMEDCT_US'], 'suis': [], 'tuis': ['T033', 'T080']}, {'begin': [3104], 'cuis': ['C0007634'], 'end': [3108], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T025']}, {'begin': [3109], 'cuis': ['C1704711'], 'end': [3121], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T169']}]}, 'sectionId': 26, 'segmentId': 107, 'sentenceId': 108, 'status': 'CURRENT', 'textSpan': [{'begin': 3100, 'end': 3121, 'text': 'Red Cell Distribution'}], 'type': 'LABORATORY_DATA'}"
13,12211_PDOC-ITS20151031-0006_part2.json,,788-0,"{'textSpan': {'text': 'Red Cell Distribution Width', 'beginOffset': 868}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 35, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [280], 'unit': [], 'value': [285, 286, 288]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [868], 'cuis': ['C0014792'], 'end': [876], 'sourceType': ['NCI'], 'suis': [], 'tuis': ['T025']}, {'begin': [868], 'cuis': ['C0332575', 'C1260956'], 'end': [871], 'sourceType': ['SNOMEDCT_US', 'SNOMEDCT_US'], 'suis': [], 'tuis': ['T033', 'T080']}, {'begin': [872], 'cuis': ['C0007634'], 'end': [876], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T025']}, {'begin': [877], 'cuis': ['C1704711'], 'end': [889], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T169']}]}, 'sectionId': 1, 'segmentId': 4, 'sentenceId': 4, 'status': 'CURRENT', 'textSpan': [{'begin': 868, 'end': 889, 'text': 'Red Cell Distribution'}], 'type': 'LABORATORY_DATA'}"
14,12211_PDOC-ITS20151031-0006_part2.json,,788-0,"{'textSpan': {'text': 'Red Cell', 'beginOffset': 868}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 35, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [280], 'unit': [], 'value': [285, 286, 288]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [868], 'cuis': ['C0014792'], 'end': [876], 'sourceType': ['NCI'], 'suis': [], 'tuis': ['T025']}, {'begin': [868], 'cuis': ['C0332575', 'C1260956'], 'end': [871], 'sourceType': ['SNOMEDCT_US', 'SNOMEDCT_US'], 'suis': [], 'tuis': ['T033', 'T080']}, {'begin': [872], 'cuis': ['C0007634'], 'end': [876], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T025']}, {'begin': [877], 'cuis': ['C1704711'], 'end': [889], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T169']}]}, 'sectionId': 1, 'segmentId': 4, 'sentenceId': 4, 'status': 'CURRENT', 'textSpan': [{'begin': 868, 'end': 889, 'text': 'Red Cell Distribution'}], 'type': 'LABORATORY_DATA'}"
15,36961_1774164_part2.json,,31157-1,"{'textSpan': {'text': 'Carboxyhemoglobin', 'beginOffset': 2320}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 1617}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 90, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [486], 'value': [481, 482, 483, 485]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [2320], 'cuis': ['C0201932'], 'end': [2337], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 29, 'segmentId': 77, 'sentenceId': 77, 'status': 'CURRENT', 'textSpan': [{'begin': 2320, 'end': 2337, 'text': 'Carboxyhemoglobin'}], 'type': 'LABORATORY_DATA'}"
16,35818_1769865_part1.json,,11557-6,"{'textSpan': {'text': 'carbon dioxide', 'beginOffset': 1151}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 339}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 144, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1151], 'cuis': ['C0201930', 'C0201930'], 'end': [1165], 'sourceType': ['MDR', 'NCI_CDISC'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [1151], 'cuis': ['C0007009'], 'end': [1157], 'sourceType': ['MSH'], 'suis': [], 'tuis': ['T196, T121']}, {'begin': [1158], 'cuis': ['C0678717'], 'end': [1165], 'sourceType': ['CHV'], 'suis': [], 'tuis': ['T121, T197']}]}, 'sectionId': 12, 'segmentId': 15, 'sentenceId': 24, 'status': 'CURRENT', 'textSpan': [{'begin': 1151, 'end': 1165, 'text': 'carbon dioxide'}], 'type': 'LABORATORY_DATA'}"
17,35818_1769865_part1.json,,11557-6,"{'textSpan': {'text': 'blood', 'beginOffset': 1198}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 339}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 31, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [260], 'unit': [], 'value': [262]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1198], 'cuis': ['C0392201', 'C0392201', 'C0392201'], 'end': [1211], 'sourceType': ['MDR', 'MEDCIN', 'MEDLINEPLUS'], 'suis': [], 'tuis': ['T059', 'T059', 'T059']}, {'begin': [1198], 'cuis': ['C0005767'], 'end': [1203], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [1204], 'cuis': ['C0337438'], 'end': [1211], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 12, 'segmentId': 15, 'sentenceId': 24, 'status': 'CURRENT', 'textSpan': [{'begin': 1198, 'end': 1211, 'text': 'blood glucose'}], 'type': 'LABORATORY_DATA'}"
18,10369_103530SRHC_20181026132736.941.json,,718-7,"{'textSpan': {'text': 'Hgb', 'beginOffset': 1026}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 897}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 12, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [380], 'value': [375, 376, 377, 379, 385, 386, 388, 390, 392, 396, 397, 399, 401, 403, 405]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1026], 'cuis': ['C0518015'], 'end': [1029], 'sourceType': ['NCI_CDISC'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 17, 'segmentId': 40, 'sentenceId': 40, 'status': 'CURRENT', 'textSpan': [{'begin': 1026, 'end': 1029, 'text': 'Hgb'}], 'type': 'LABORATORY_DATA'}"
19,10369_103530SRHC_20181026132736.941.json,,786-4,"{'textSpan': {'text': 'MCHC', 'beginOffset': 1191}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory', 'beginOffset': 897}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 16, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [500], 'value': [495, 496, 497, 499, 505, 506, 508, 510, 512, 515, 516, 518, 520, 522, 524]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1191], 'cuis': ['C0474535'], 'end': [1195], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}]}, 'sectionId': 17, 'segmentId': 44, 'sentenceId': 44, 'status': 'CURRENT', 'textSpan': [{'begin': 1191, 'end': 1195, 'text': 'MCHC'}], 'type': 'LABORATORY_DATA'}"
20,35192_2225664.json,,5645-7,"{'textSpan': {'text': 'urine', 'beginOffset': 1623}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'HPI', 'beginOffset': 696}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 25, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [466], 'system': [464], 'unit': [], 'value': []}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1623], 'cuis': ['C0202274', 'C0202274'], 'end': [1640], 'sourceType': ['MDR', 'MEDCIN'], 'suis': [], 'tuis': ['T059', 'T059']}, {'begin': [1629], 'cuis': ['C0373483', 'C0373483', 'C0373483', 'C0038577'], 'end': [1640], 'sourceType': ['CCPSS', 'MDR', 'MEDCIN', 'NCI'], 'suis': [], 'tuis': ['T059', 'T059', 'T059', 'T059']}, {'begin': [1623], 'cuis': ['C0042036'], 'end': [1628], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [1629], 'cuis': ['C0013227'], 'end': [1633], 'sourceType': ['MSH'], 'suis': [], 'tuis': ['T121']}, {'begin': [1634], 'cuis': ['C1710031', 'C0220908', 'C0199230', 'C0430054', 'C4521255'], 'end': [1640], 'sourceType': ['CHV', 'CHV', 'CHV', 'LNC', 'NCI_FDA'], 'suis': [], 'tuis': ['T060', 'T060', 'T060', 'T059', 'T059']}]}, 'sectionId': 11, 'segmentId': 17, 'sentenceId': 27, 'status': 'CURRENT', 'textSpan': [{'begin': 1623, 'end': 1640, 'text': 'urine drug screen'}], 'type': 'LABORATORY_DATA'}"
21,35818_1769865_part2.json,,2236-8,"{'textSpan': {'text': 'hydroxy vitamin', 'beginOffset': 1971}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Plan', 'beginOffset': 1690}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 61, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [], 'unit': [], 'value': [577]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [1971], 'cuis': ['C0700307'], 'end': [1978], 'sourceType': ['NCI'], 'suis': [], 'tuis': ['T197']}, {'begin': [1979], 'cuis': ['C0042890'], 'end': [1986], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T109, T121, T127']}, {'begin': [1988], 'cuis': ['C0439107', 'C0439129'], 'end': [1989], 'sourceType': ['SNOMEDCT_US', 'SNOMEDCT_US'], 'suis': [], 'tuis': ['T170', 'T170']}, {'begin': [1990], 'cuis': ['C0441889'], 'end': [1996], 'sourceType': ['SNOMEDCT_US'], 'suis': [], 'tuis': ['T080']}]}, 'sectionId': 4, 'segmentId': 68, 'sentenceId': 73, 'status': 'CURRENT', 'textSpan': [{'begin': 1971, 'end': 1996, 'text': 'hydroxy vitamin- D levels'}], 'type': 'LABORATORY_DATA'}"
22,12211_PDOC-ITS20151031-0006_part2.json,,789-8,"{'textSpan': {'text': 'Red Blood Count', 'beginOffset': 845}, 'certainty': 'POSITIVE', 'status': 'CURRENT', 'section': {'text': 'Laboratory Tests', 'beginOffset': 0}}","{'certainty': 'POSITIVE', 'confidence': 0.5, 'drugStatus': None, 'id': 34, 'metadata': {'drugData': {'dose': [], 'form': [], 'frequency': [], 'route': [], 'strength': [], 'unit': []}, 'labData': {'method': [], 'system': [274], 'unit': [], 'value': [276]}, 'measData': {'unit': [], 'value': []}, 'normalization': [{'begin': [849], 'cuis': ['C0005771'], 'end': [860], 'sourceType': ['MDR'], 'suis': [], 'tuis': ['T059']}, {'begin': [845], 'cuis': ['C0332575', 'C1260956'], 'end': [848], 'sourceType': ['SNOMEDCT_US', 'SNOMEDCT_US'], 'suis': [], 'tuis': ['T033', 'T080']}, {'begin': [849], 'cuis': ['C0005767'], 'end': [854], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T031']}, {'begin': [855], 'cuis': ['C0750480'], 'end': [860], 'sourceType': ['MTH'], 'suis': [], 'tuis': ['T081']}]}, 'sectionId': 1, 'segmentId': 4, 'sentenceId': 4, 'status': 'CURRENT', 'textSpan': [{'begin': 845, 'end': 860, 'text': 'Red Blood Count'}], 'type': 'LABORATORY_DATA'}"
